token,ner_tag,raw_tags,id
דלא,,O,1000150
אפשר,,O,1000150
אלמא,,O,1000150
חליצה,,O,1000150
הוא,,O,1000150
[SEP],10.0,O,1000150
,10.0,O,1000150
[CLS],10.0,O,1000151
יד,,O,1000151
),,O,1000151
ולי,,O,1000151
נראה,,O,1000151
ליישב,,O,1000151
על,,O,1000151
פי,,O,1000151
דברי,,O,1000151
"הש""ס",,B-BOK,1000151
(,,O,1000151
"מ""א",,B-CHP,1000151
ז',,B-pSCHP,1000151
ב',,B-SCHP,1000151
),,O,1000151
בהא,,O,1000151
דאין,,O,1000151
היב,,O,1000151
##מה,,O,1000151
חולצת,,O,1000151
בתוך,,O,1000151
שלשה,,O,1000151
חדשים,,O,1000151
משום,,O,1000151
דאינו,,O,1000151
עולה,,O,1000151
ליבו,,O,1000151
##ם,,O,1000151
וכתב,,O,1000151
"רש""י",,B-AUT,1000151
וכל,,O,1000151
הני,,O,1000151
דת,,O,1000151
##נן,,O,1000151
חולצות,,O,1000151
ולא,,O,1000151
מתיי,,O,1000151
##במ,,O,1000151
##ות,,O,1000151
היכי,,O,1000151
דלא,,O,1000151
אפשר,,O,1000151
אלמא,,O,1000151
חליצה,,O,1000151
הוא,,O,1000151
[SEP],10.0,O,1000151
,10.0,O,1000151
[CLS],10.0,O,1000152
ועיין,,O,1000152
"ר""ן",,B-AUT,1000152
נדרים,,B-BOK,1000152
(,,O,1000152
ו',,B-CHP,1000152
עמוד,,B-pSCHP,1000152
א',,B-SCHP,1000152
),,O,1000152
מה,,O,1000152
שחילק,,O,1000152
בין,,O,1000152
אחו,,O,1000152
##מדן,,O,1000152
דעתי,,O,1000152
##ה,,O,1000152
ובין,,O,1000152
הלשון,,O,1000152
מוכח,,O,1000152
ובין,,O,1000152
הענין,,O,1000152
מוכח,,O,1000152
[SEP],10.0,O,1000152
,10.0,O,1000152
[CLS],10.0,O,1000153
ועיין,,O,1000153
"ר""ן",,B-AUT,1000153
נדרים,,B-BOK,1000153
(,,O,1000153
ו',,B-CHP,1000153
סעיף,,B-pSCHP,1000153
א',,B-SCHP,1000153
),,O,1000153
מה,,O,1000153
שחילק,,O,1000153
בין,,O,1000153
אחו,,O,1000153
##מדן,,O,1000153
דעתי,,O,1000153
##ה,,O,1000153
ובין,,O,1000153
הלשון,,O,1000153
מוכח,,O,1000153
ובין,,O,1000153
הענין,,O,1000153
מוכח,,O,1000153
[SEP],10.0,O,1000153
,10.0,O,1000153
[CLS],10.0,O,1000154
ועיין,,O,1000154
"ר""ן",,B-AUT,1000154
נדרים,,B-BOK,1000154
(,,O,1000154
ו',,B-CHP,1000154
הלכה,,B-pSCHP,1000154
א',,B-SCHP,1000154
),,O,1000154
מה,,O,1000154
שחילק,,O,1000154
בין,,O,1000154
אחו,,O,1000154
##מדן,,O,1000154
דעתי,,O,1000154
##ה,,O,1000154
ובין,,O,1000154
הלשון,,O,1000154
מוכח,,O,1000154
ובין,,O,1000154
הענין,,O,1000154
מוכח,,O,1000154
[SEP],10.0,O,1000154
,10.0,O,1000154
[CLS],10.0,O,1000155
ועיין,,O,1000155
"ר""ן",,B-AUT,1000155
נדרים,,B-BOK,1000155
(,,O,1000155
ו',,B-CHP,1000155
ב',,B-pSCHP,1000155
א',,B-SCHP,1000155
),,O,1000155
מה,,O,1000155
שחילק,,O,1000155
בין,,O,1000155
אחו,,O,1000155
##מדן,,O,1000155
דעתי,,O,1000155
##ה,,O,1000155
ובין,,O,1000155
הלשון,,O,1000155
מוכח,,O,1000155
ובין,,O,1000155
הענין,,O,1000155
מוכח,,O,1000155
[SEP],10.0,O,1000155
,10.0,O,1000155
[CLS],10.0,O,1000156
ועיין,,O,1000156
"ר""ן",,B-AUT,1000156
נדרים,,B-BOK,1000156
(,,O,1000156
ו',,B-CHP,1000156
ז',,B-pSCHP,1000156
א',,B-SCHP,1000156
),,O,1000156
מה,,O,1000156
שחילק,,O,1000156
בין,,O,1000156
אחו,,O,1000156
##מדן,,O,1000156
דעתי,,O,1000156
##ה,,O,1000156
ובין,,O,1000156
הלשון,,O,1000156
מוכח,,O,1000156
ובין,,O,1000156
הענין,,O,1000156
מוכח,,O,1000156
[SEP],10.0,O,1000156
,10.0,O,1000156
[CLS],10.0,O,1000157
ב,,O,1000157
),,O,1000157
(,,O,1000157
השני,,O,1000157
),,O,1000157
דכ,,O,1000157
##ת,,O,1000157
##ב,,O,1000157
"הר""ן",,B-AUT,1000157
בחינת,,O,1000157
בקושי,,O,1000157
##ית,,O,1000157
"הש""ס",,B-BOK,1000157
שם,,O,1000157
(,,O,1000157
"ס""ה",,B-CHP,1000157
עמוד,,B-pSCHP,1000157
א',,B-SCHP,1000157
),,O,1000157
ממעש,,O,1000157
##ר,,O,1000157
שני,,O,1000157
דה,,O,1000157
##יכ,,O,1000157
##א,,O,1000157
דלע,,O,1000157
##צמו,,O,1000157
זוכה,,O,1000157
מדאורייתא,,O,1000157
לכול,,O,1000157
##י,,O,1000157
עלמא,,O,1000157
יכול,,O,1000157
לזכות,,O,1000157
גם,,O,1000157
לאחרים,,O,1000157
[SEP],10.0,O,1000157
,10.0,O,1000157
[CLS],10.0,O,1000158
ב,,O,1000158
),,O,1000158
(,,O,1000158
השני,,O,1000158
),,O,1000158
דכ,,O,1000158
##ת,,O,1000158
##ב,,O,1000158
"הר""ן",,B-AUT,1000158
בחינת,,O,1000158
בקושי,,O,1000158
##ית,,O,1000158
"הש""ס",,B-BOK,1000158
שם,,O,1000158
(,,O,1000158
"ס""ה",,B-CHP,1000158
סעיף,,B-pSCHP,1000158
א',,B-SCHP,1000158
),,O,1000158
ממעש,,O,1000158
##ר,,O,1000158
שני,,O,1000158
דה,,O,1000158
##יכ,,O,1000158
##א,,O,1000158
דלע,,O,1000158
##צמו,,O,1000158
זוכה,,O,1000158
מדאורייתא,,O,1000158
לכול,,O,1000158
##י,,O,1000158
עלמא,,O,1000158
יכול,,O,1000158
לזכות,,O,1000158
גם,,O,1000158
לאחרים,,O,1000158
[SEP],10.0,O,1000158
,10.0,O,1000158
[CLS],10.0,O,1000159
ב,,O,1000159
),,O,1000159
(,,O,1000159
השני,,O,1000159
),,O,1000159
דכ,,O,1000159
##ת,,O,1000159
##ב,,O,1000159
"הר""ן",,B-AUT,1000159
בחינת,,O,1000159
בקושי,,O,1000159
##ית,,O,1000159
"הש""ס",,B-BOK,1000159
שם,,O,1000159
(,,O,1000159
"ס""ה",,B-CHP,1000159
הלכה,,B-pSCHP,1000159
א',,B-SCHP,1000159
),,O,1000159
ממעש,,O,1000159
##ר,,O,1000159
שני,,O,1000159
דה,,O,1000159
##יכ,,O,1000159
##א,,O,1000159
דלע,,O,1000159
##צמו,,O,1000159
זוכה,,O,1000159
מדאורייתא,,O,1000159
לכול,,O,1000159
##י,,O,1000159
עלמא,,O,1000159
יכול,,O,1000159
לזכות,,O,1000159
גם,,O,1000159
לאחרים,,O,1000159
[SEP],10.0,O,1000159
,10.0,O,1000159
[CLS],10.0,O,1000160
ב,,O,1000160
),,O,1000160
(,,O,1000160
השני,,O,1000160
),,O,1000160
דכ,,O,1000160
##ת,,O,1000160
##ב,,O,1000160
"הר""ן",,B-AUT,1000160
בחינת,,O,1000160
בקושי,,O,1000160
##ית,,O,1000160
"הש""ס",,B-BOK,1000160
שם,,O,1000160
(,,O,1000160
"ס""ה",,B-CHP,1000160
ב',,B-pSCHP,1000160
א',,B-SCHP,1000160
),,O,1000160
ממעש,,O,1000160
##ר,,O,1000160
שני,,O,1000160
דה,,O,1000160
##יכ,,O,1000160
##א,,O,1000160
דלע,,O,1000160
##צמו,,O,1000160
זוכה,,O,1000160
מדאורייתא,,O,1000160
לכול,,O,1000160
##י,,O,1000160
עלמא,,O,1000160
יכול,,O,1000160
לזכות,,O,1000160
גם,,O,1000160
לאחרים,,O,1000160
[SEP],10.0,O,1000160
,10.0,O,1000160
[CLS],10.0,O,1000161
ב,,O,1000161
),,O,1000161
(,,O,1000161
השני,,O,1000161
),,O,1000161
דכ,,O,1000161
##ת,,O,1000161
##ב,,O,1000161
"הר""ן",,B-AUT,1000161
בחינת,,O,1000161
בקושי,,O,1000161
##ית,,O,1000161
"הש""ס",,B-BOK,1000161
שם,,O,1000161
(,,O,1000161
"ס""ה",,B-CHP,1000161
ז',,B-pSCHP,1000161
א',,B-SCHP,1000161
),,O,1000161
ממעש,,O,1000161
##ר,,O,1000161
שני,,O,1000161
דה,,O,1000161
##יכ,,O,1000161
##א,,O,1000161
דלע,,O,1000161
##צמו,,O,1000161
זוכה,,O,1000161
מדאורייתא,,O,1000161
לכול,,O,1000161
##י,,O,1000161
עלמא,,O,1000161
יכול,,O,1000161
לזכות,,O,1000161
גם,,O,1000161
לאחרים,,O,1000161
[SEP],10.0,O,1000161
,10.0,O,1000161
[CLS],10.0,O,1000162
מהא,,O,1000162
דש,,B-AUT,1000162
##בועות,,I-AUT,1000162
(,,O,1000162
"מ""ח",,B-CHP,1000162
עמוד,,B-pSCHP,1000162
א',,B-SCHP,1000162
),,O,1000162
דמפ,,O,1000162
##רש,,O,1000162
לראש,,O,1000162
חודש,,O,1000162
ברייתא,,O,1000162
דזה,,O,1000162
אומר,,O,1000162
גבוה,,O,1000162
שלש,,O,1000162
מרד,,O,1000162
##עות,,O,1000162
וזה,,O,1000162
אומר,,O,1000162
חמש,,O,1000162
עדות,,O,1000162
##ן,,O,1000162
בטיל,,O,1000162
##ה,,O,1000162
ומצט,,O,1000162
##ר,,O,1000162
##פין,,O,1000162
לעדות,,O,1000162
אחרת,,O,1000162
[SEP],10.0,O,1000162
,10.0,O,1000162
[CLS],10.0,O,1000163
מהא,,O,1000163
דש,,B-AUT,1000163
##בועות,,I-AUT,1000163
(,,O,1000163
"מ""ח",,B-CHP,1000163
ב',,B-pSCHP,1000163
א',,B-SCHP,1000163
),,O,1000163
דמפ,,O,1000163
##רש,,O,1000163
לראש,,O,1000163
חודש,,O,1000163
ברייתא,,O,1000163
דזה,,O,1000163
אומר,,O,1000163
גבוה,,O,1000163
שלש,,O,1000163
מרד,,O,1000163
##עות,,O,1000163
וזה,,O,1000163
אומר,,O,1000163
חמש,,O,1000163
עדות,,O,1000163
##ן,,O,1000163
בטיל,,O,1000163
##ה,,O,1000163
ומצט,,O,1000163
##ר,,O,1000163
##פין,,O,1000163
לעדות,,O,1000163
אחרת,,O,1000163
[SEP],10.0,O,1000163
,10.0,O,1000163
[CLS],10.0,O,1000164
מהא,,O,1000164
דש,,B-AUT,1000164
##בועות,,I-AUT,1000164
(,,O,1000164
"מ""ח",,B-CHP,1000164
הלכה,,B-pSCHP,1000164
א',,B-SCHP,1000164
),,O,1000164
דמפ,,O,1000164
##רש,,O,1000164
לראש,,O,1000164
חודש,,O,1000164
ברייתא,,O,1000164
דזה,,O,1000164
אומר,,O,1000164
גבוה,,O,1000164
שלש,,O,1000164
מרד,,O,1000164
##עות,,O,1000164
וזה,,O,1000164
אומר,,O,1000164
חמש,,O,1000164
עדות,,O,1000164
##ן,,O,1000164
בטיל,,O,1000164
##ה,,O,1000164
ומצט,,O,1000164
##ר,,O,1000164
##פין,,O,1000164
לעדות,,O,1000164
אחרת,,O,1000164
[SEP],10.0,O,1000164
,10.0,O,1000164
[CLS],10.0,O,1000165
מהא,,O,1000165
דש,,B-AUT,1000165
##בועות,,I-AUT,1000165
(,,O,1000165
"מ""ח",,B-CHP,1000165
סעיף,,B-pSCHP,1000165
א',,B-SCHP,1000165
),,O,1000165
דמפ,,O,1000165
##רש,,O,1000165
לראש,,O,1000165
חודש,,O,1000165
ברייתא,,O,1000165
דזה,,O,1000165
אומר,,O,1000165
גבוה,,O,1000165
שלש,,O,1000165
מרד,,O,1000165
##עות,,O,1000165
וזה,,O,1000165
אומר,,O,1000165
חמש,,O,1000165
עדות,,O,1000165
##ן,,O,1000165
בטיל,,O,1000165
##ה,,O,1000165
ומצט,,O,1000165
##ר,,O,1000165
##פין,,O,1000165
לעדות,,O,1000165
אחרת,,O,1000165
[SEP],10.0,O,1000165
,10.0,O,1000165
[CLS],10.0,O,1000166
מהא,,O,1000166
דש,,B-AUT,1000166
##בועות,,I-AUT,1000166
(,,O,1000166
"מ""ח",,B-CHP,1000166
ז',,B-pSCHP,1000166
א',,B-SCHP,1000166
),,O,1000166
דמפ,,O,1000166
##רש,,O,1000166
לראש,,O,1000166
חודש,,O,1000166
ברייתא,,O,1000166
דזה,,O,1000166
אומר,,O,1000166
גבוה,,O,1000166
שלש,,O,1000166
מרד,,O,1000166
##עות,,O,1000166
וזה,,O,1000166
אומר,,O,1000166
חמש,,O,1000166
עדות,,O,1000166
##ן,,O,1000166
בטיל,,O,1000166
##ה,,O,1000166
ומצט,,O,1000166
##ר,,O,1000166
##פין,,O,1000166
לעדות,,O,1000166
אחרת,,O,1000166
[SEP],10.0,O,1000166
,10.0,O,1000166
[CLS],10.0,O,1000167
ג,,O,1000167
),,O,1000167
והנה,,O,1000167
בתוספות,,B-BOK,1000167
סוכה,,B-SEC,1000167
(,,O,1000167
דף,,B-pCHP,1000167
"י""א",,B-CHP,1000167
עמוד,,B-pSCHP,1000167
א',,B-SCHP,1000167
),,O,1000167
סוף,,O,1000167
העמוד,,O,1000167
דל,,O,1000167
##שמה,,O,1000167
בעי,,O,1000167
מתחלה,,O,1000167
ועד,,O,1000167
סוף,,O,1000167
[SEP],10.0,O,1000167
,10.0,O,1000167
[CLS],10.0,O,1000168
ג,,O,1000168
),,O,1000168
והנה,,O,1000168
בתוספות,,B-BOK,1000168
סוכה,,B-SEC,1000168
(,,O,1000168
דף,,B-pCHP,1000168
"י""א",,B-CHP,1000168
סעיף,,B-pSCHP,1000168
א',,B-SCHP,1000168
),,O,1000168
סוף,,O,1000168
העמוד,,O,1000168
דל,,O,1000168
##שמה,,O,1000168
בעי,,O,1000168
מתחלה,,O,1000168
ועד,,O,1000168
סוף,,O,1000168
[SEP],10.0,O,1000168
,10.0,O,1000168
[CLS],10.0,O,1000169
ג,,O,1000169
),,O,1000169
והנה,,O,1000169
בתוספות,,B-BOK,1000169
סוכה,,B-SEC,1000169
(,,O,1000169
דף,,B-pCHP,1000169
"י""א",,B-CHP,1000169
הלכה,,B-pSCHP,1000169
א',,B-SCHP,1000169
),,O,1000169
סוף,,O,1000169
העמוד,,O,1000169
דל,,O,1000169
##שמה,,O,1000169
בעי,,O,1000169
מתחלה,,O,1000169
ועד,,O,1000169
סוף,,O,1000169
[SEP],10.0,O,1000169
,10.0,O,1000169
[CLS],10.0,O,1000170
ג,,O,1000170
),,O,1000170
והנה,,O,1000170
בתוספות,,B-BOK,1000170
סוכה,,B-SEC,1000170
(,,O,1000170
דף,,B-pCHP,1000170
"י""א",,B-CHP,1000170
ב',,B-pSCHP,1000170
א',,B-SCHP,1000170
),,O,1000170
סוף,,O,1000170
העמוד,,O,1000170
דל,,O,1000170
##שמה,,O,1000170
בעי,,O,1000170
מתחלה,,O,1000170
ועד,,O,1000170
סוף,,O,1000170
[SEP],10.0,O,1000170
,10.0,O,1000170
[CLS],10.0,O,1000171
ג,,O,1000171
),,O,1000171
והנה,,O,1000171
בתוספות,,B-BOK,1000171
סוכה,,B-SEC,1000171
(,,O,1000171
דף,,B-pCHP,1000171
"י""א",,B-CHP,1000171
ז',,B-pSCHP,1000171
א',,B-SCHP,1000171
),,O,1000171
סוף,,O,1000171
העמוד,,O,1000171
דל,,O,1000171
##שמה,,O,1000171
בעי,,O,1000171
מתחלה,,O,1000171
ועד,,O,1000171
סוף,,O,1000171
[SEP],10.0,O,1000171
,10.0,O,1000171
[CLS],10.0,O,1000172
דמ,,O,1000172
##בוא,,O,1000172
##ר,,O,1000172
בבא,,B-BOK,1000172
קמא,,I-BOK,1000172
(,,O,1000172
עשרים,,B-CHP,1000172
ותשעה,,I-CHP,1000172
עמוד,,B-pSCHP,1000172
ב',,B-SCHP,1000172
),,O,1000172
דפ,,O,1000172
##טור,,O,1000172
[SEP],10.0,O,1000172
,10.0,O,1000172
[CLS],10.0,O,1000173
דמ,,O,1000173
##בוא,,O,1000173
##ר,,O,1000173
בבא,,B-BOK,1000173
קמא,,I-BOK,1000173
(,,O,1000173
עשרים,,B-CHP,1000173
ותשעה,,I-CHP,1000173
הלכה,,B-pSCHP,1000173
ב',,B-SCHP,1000173
),,O,1000173
דפ,,O,1000173
##טור,,O,1000173
[SEP],10.0,O,1000173
,10.0,O,1000173
[CLS],10.0,O,1000174
דמ,,O,1000174
##בוא,,O,1000174
##ר,,O,1000174
בבא,,B-BOK,1000174
קמא,,I-BOK,1000174
(,,O,1000174
עשרים,,B-CHP,1000174
ותשעה,,I-CHP,1000174
סעיף,,B-pSCHP,1000174
ב',,B-SCHP,1000174
),,O,1000174
דפ,,O,1000174
##טור,,O,1000174
[SEP],10.0,O,1000174
,10.0,O,1000174
[CLS],10.0,O,1000175
דמ,,O,1000175
##בוא,,O,1000175
##ר,,O,1000175
בבא,,B-BOK,1000175
קמא,,I-BOK,1000175
(,,O,1000175
עשרים,,B-CHP,1000175
ותשעה,,I-CHP,1000175
ב',,B-pSCHP,1000175
ב',,B-SCHP,1000175
),,O,1000175
דפ,,O,1000175
##טור,,O,1000175
[SEP],10.0,O,1000175
,10.0,O,1000175
[CLS],10.0,O,1000176
דמ,,O,1000176
##בוא,,O,1000176
##ר,,O,1000176
בבא,,B-BOK,1000176
קמא,,I-BOK,1000176
(,,O,1000176
עשרים,,B-CHP,1000176
ותשעה,,I-CHP,1000176
ז',,B-pSCHP,1000176
ב',,B-SCHP,1000176
),,O,1000176
דפ,,O,1000176
##טור,,O,1000176
[SEP],10.0,O,1000176
,10.0,O,1000176
[CLS],10.0,O,1000177
ד,,O,1000177
),,O,1000177
ונראה,,O,1000177
דרש,,O,1000177
"##""י",,O,1000177
לטעמי,,O,1000177
##ה,,O,1000177
דס,,O,1000177
##ביר,,O,1000177
##א,,O,1000177
ליה,,O,1000177
בשבת,,B-BOK,1000177
(,,O,1000177
מאה,,B-CHP,1000177
ארבעים,,I-CHP,1000177
וחמישה,,I-CHP,1000177
עמוד,,B-pSCHP,1000177
ב',,B-SCHP,1000177
),,O,1000177
דט,,O,1000177
##ע,,O,1000177
##מא,,O,1000177
דע,,O,1000177
##ד,,O,1000177
אחד,,O,1000177
נאמן,,O,1000177
לומר,,O,1000177
מת,,O,1000177
בעלך,,O,1000177
משום,,O,1000177
אפק,,O,1000177
##עינה,,O,1000177
##ו,,O,1000177
רבנן,,O,1000177
לקדוש,,O,1000177
##י,,O,1000177
מיניה,,O,1000177
[SEP],10.0,O,1000177
,10.0,O,1000177
[CLS],10.0,O,1000178
ד,,O,1000178
),,O,1000178
ונראה,,O,1000178
דרש,,O,1000178
"##""י",,O,1000178
לטעמי,,O,1000178
##ה,,O,1000178
דס,,O,1000178
##ביר,,O,1000178
##א,,O,1000178
ליה,,O,1000178
בשבת,,B-BOK,1000178
(,,O,1000178
מאה,,B-CHP,1000178
ארבעים,,I-CHP,1000178
וחמישה,,I-CHP,1000178
סעיף,,B-pSCHP,1000178
ב',,B-SCHP,1000178
),,O,1000178
דט,,O,1000178
##ע,,O,1000178
##מא,,O,1000178
דע,,O,1000178
##ד,,O,1000178
אחד,,O,1000178
נאמן,,O,1000178
לומר,,O,1000178
מת,,O,1000178
בעלך,,O,1000178
משום,,O,1000178
אפק,,O,1000178
##עינה,,O,1000178
##ו,,O,1000178
רבנן,,O,1000178
לקדוש,,O,1000178
##י,,O,1000178
מיניה,,O,1000178
[SEP],10.0,O,1000178
,10.0,O,1000178
[CLS],10.0,O,1000179
ד,,O,1000179
),,O,1000179
ונראה,,O,1000179
דרש,,O,1000179
"##""י",,O,1000179
לטעמי,,O,1000179
##ה,,O,1000179
דס,,O,1000179
##ביר,,O,1000179
##א,,O,1000179
ליה,,O,1000179
בשבת,,B-BOK,1000179
(,,O,1000179
מאה,,B-CHP,1000179
ארבעים,,I-CHP,1000179
וחמישה,,I-CHP,1000179
הלכה,,B-pSCHP,1000179
ב',,B-SCHP,1000179
),,O,1000179
דט,,O,1000179
##ע,,O,1000179
##מא,,O,1000179
דע,,O,1000179
##ד,,O,1000179
אחד,,O,1000179
נאמן,,O,1000179
לומר,,O,1000179
מת,,O,1000179
בעלך,,O,1000179
משום,,O,1000179
אפק,,O,1000179
##עינה,,O,1000179
##ו,,O,1000179
רבנן,,O,1000179
לקדוש,,O,1000179
##י,,O,1000179
מיניה,,O,1000179
[SEP],10.0,O,1000179
,10.0,O,1000179
[CLS],10.0,O,1000180
ד,,O,1000180
),,O,1000180
ונראה,,O,1000180
דרש,,O,1000180
"##""י",,O,1000180
לטעמי,,O,1000180
##ה,,O,1000180
דס,,O,1000180
##ביר,,O,1000180
##א,,O,1000180
ליה,,O,1000180
בשבת,,B-BOK,1000180
(,,O,1000180
מאה,,B-CHP,1000180
ארבעים,,I-CHP,1000180
וחמישה,,I-CHP,1000180
ב',,B-pSCHP,1000180
ב',,B-SCHP,1000180
),,O,1000180
דט,,O,1000180
##ע,,O,1000180
##מא,,O,1000180
דע,,O,1000180
##ד,,O,1000180
אחד,,O,1000180
נאמן,,O,1000180
לומר,,O,1000180
מת,,O,1000180
בעלך,,O,1000180
משום,,O,1000180
אפק,,O,1000180
##עינה,,O,1000180
##ו,,O,1000180
רבנן,,O,1000180
לקדוש,,O,1000180
##י,,O,1000180
מיניה,,O,1000180
[SEP],10.0,O,1000180
,10.0,O,1000180
[CLS],10.0,O,1000181
ד,,O,1000181
),,O,1000181
ונראה,,O,1000181
דרש,,O,1000181
"##""י",,O,1000181
לטעמי,,O,1000181
##ה,,O,1000181
דס,,O,1000181
##ביר,,O,1000181
##א,,O,1000181
ליה,,O,1000181
בשבת,,B-BOK,1000181
(,,O,1000181
מאה,,B-CHP,1000181
ארבעים,,I-CHP,1000181
וחמישה,,I-CHP,1000181
ז',,B-pSCHP,1000181
ב',,B-SCHP,1000181
),,O,1000181
דט,,O,1000181
##ע,,O,1000181
##מא,,O,1000181
דע,,O,1000181
##ד,,O,1000181
אחד,,O,1000181
נאמן,,O,1000181
לומר,,O,1000181
מת,,O,1000181
בעלך,,O,1000181
משום,,O,1000181
אפק,,O,1000181
##עינה,,O,1000181
##ו,,O,1000181
רבנן,,O,1000181
לקדוש,,O,1000181
##י,,O,1000181
מיניה,,O,1000181
[SEP],10.0,O,1000181
,10.0,O,1000181
[CLS],10.0,O,1000182
ג,,O,1000182
),,O,1000182
ועיקר,,O,1000182
דברי,,O,1000182
הרב,,B-AUT,1000182
המגיד,,I-AUT,1000182
נראה,,O,1000182
לי,,O,1000182
שאינו,,O,1000182
רק,,O,1000182
לדעת,,O,1000182
"הרמב""ם",,B-AUT,1000182
שם,,O,1000182
סעיף,,B-pSCHP,1000182
ו,,B-SCHP,1000182
בב,,O,1000182
##כור,,O,1000182
שמי,,O,1000182
##חה,,O,1000182
מיח,,O,1000182
##ה,,O,1000182
[SEP],10.0,O,1000182
,10.0,O,1000182
[CLS],10.0,O,1000183
ג,,O,1000183
),,O,1000183
ועיקר,,O,1000183
דברי,,O,1000183
הרב,,B-AUT,1000183
המגיד,,I-AUT,1000183
נראה,,O,1000183
לי,,O,1000183
שאינו,,O,1000183
רק,,O,1000183
לדעת,,O,1000183
"הרמב""ם",,B-AUT,1000183
שם,,O,1000183
הלכה,,B-pSCHP,1000183
ו,,B-SCHP,1000183
בב,,O,1000183
##כור,,O,1000183
שמי,,O,1000183
##חה,,O,1000183
מיח,,O,1000183
##ה,,O,1000183
[SEP],10.0,O,1000183
,10.0,O,1000183
[CLS],10.0,O,1000184
ג,,O,1000184
),,O,1000184
ועיקר,,O,1000184
דברי,,O,1000184
הרב,,B-AUT,1000184
המגיד,,I-AUT,1000184
נראה,,O,1000184
לי,,O,1000184
שאינו,,O,1000184
רק,,O,1000184
לדעת,,O,1000184
"הרמב""ם",,B-AUT,1000184
שם,,O,1000184
עמוד,,B-pSCHP,1000184
ו,,B-SCHP,1000184
בב,,O,1000184
##כור,,O,1000184
שמי,,O,1000184
##חה,,O,1000184
מיח,,O,1000184
##ה,,O,1000184
[SEP],10.0,O,1000184
,10.0,O,1000184
[CLS],10.0,O,1000185
ג,,O,1000185
),,O,1000185
ועיקר,,O,1000185
דברי,,O,1000185
הרב,,B-AUT,1000185
המגיד,,I-AUT,1000185
נראה,,O,1000185
לי,,O,1000185
שאינו,,O,1000185
רק,,O,1000185
לדעת,,O,1000185
"הרמב""ם",,B-AUT,1000185
שם,,O,1000185
ז',,B-pSCHP,1000185
ו,,B-SCHP,1000185
בב,,O,1000185
##כור,,O,1000185
שמי,,O,1000185
##חה,,O,1000185
מיח,,O,1000185
##ה,,O,1000185
[SEP],10.0,O,1000185
,10.0,O,1000185
[CLS],10.0,O,1000186
ג,,O,1000186
),,O,1000186
ועיקר,,O,1000186
דברי,,O,1000186
הרב,,B-AUT,1000186
המגיד,,I-AUT,1000186
נראה,,O,1000186
לי,,O,1000186
שאינו,,O,1000186
רק,,O,1000186
לדעת,,O,1000186
"הרמב""ם",,B-AUT,1000186
שם,,O,1000186
ב',,B-pSCHP,1000186
ו,,B-SCHP,1000186
בב,,O,1000186
##כור,,O,1000186
שמי,,O,1000186
##חה,,O,1000186
מיח,,O,1000186
##ה,,O,1000186
[SEP],10.0,O,1000186
,10.0,O,1000186
[CLS],10.0,O,1000187
עיין,,O,1000187
תוספות,,B-AUT,1000187
בבא,,B-SEC,1000187
קמא,,I-SEC,1000187
(,,O,1000187
"כ""ב",,B-CHP,1000187
עמוד,,B-pSCHP,1000187
ב',,B-SCHP,1000187
),,O,1000187
סוף,,O,1000187
דיבור,,O,1000187
המתחיל,,O,1000187
חציו,,O,1000187
[SEP],10.0,O,1000187
,10.0,O,1000187
[CLS],10.0,O,1000188
עיין,,O,1000188
תוספות,,B-AUT,1000188
בבא,,B-SEC,1000188
קמא,,I-SEC,1000188
(,,O,1000188
"כ""ב",,B-CHP,1000188
ב',,B-pSCHP,1000188
ב',,B-SCHP,1000188
),,O,1000188
סוף,,O,1000188
דיבור,,O,1000188
המתחיל,,O,1000188
חציו,,O,1000188
[SEP],10.0,O,1000188
,10.0,O,1000188
[CLS],10.0,O,1000189
עיין,,O,1000189
תוספות,,B-AUT,1000189
בבא,,B-SEC,1000189
קמא,,I-SEC,1000189
(,,O,1000189
"כ""ב",,B-CHP,1000189
סעיף,,B-pSCHP,1000189
ב',,B-SCHP,1000189
),,O,1000189
סוף,,O,1000189
דיבור,,O,1000189
המתחיל,,O,1000189
חציו,,O,1000189
[SEP],10.0,O,1000189
,10.0,O,1000189
[CLS],10.0,O,1000190
עיין,,O,1000190
תוספות,,B-AUT,1000190
בבא,,B-SEC,1000190
קמא,,I-SEC,1000190
(,,O,1000190
"כ""ב",,B-CHP,1000190
הלכה,,B-pSCHP,1000190
ב',,B-SCHP,1000190
),,O,1000190
סוף,,O,1000190
דיבור,,O,1000190
המתחיל,,O,1000190
חציו,,O,1000190
[SEP],10.0,O,1000190
,10.0,O,1000190
[CLS],10.0,O,1000191
עיין,,O,1000191
תוספות,,B-AUT,1000191
בבא,,B-SEC,1000191
קמא,,I-SEC,1000191
(,,O,1000191
"כ""ב",,B-CHP,1000191
ז',,B-pSCHP,1000191
ב',,B-SCHP,1000191
),,O,1000191
סוף,,O,1000191
דיבור,,O,1000191
המתחיל,,O,1000191
חציו,,O,1000191
[SEP],10.0,O,1000191
,10.0,O,1000191
[CLS],10.0,O,1000192
וכבודו,,O,1000192
הקשה,,O,1000192
מהא,,O,1000192
דמ,,O,1000192
##קשה,,O,1000192
בגיטין,,B-BOK,1000192
(,,O,1000192
ע',,B-CHP,1000192
עמוד,,B-pSCHP,1000192
ב,,B-SCHP,1000192
),,O,1000192
לרבי,,B-AUT,1000192
יוחנן,,I-AUT,1000192
