token,label,label_tag,id
בין,,O,1000883
אחו,,O,1000883
##מדן,,O,1000883
דעתי,,O,1000883
##ה,,O,1000883
ובין,,O,1000883
הלשון,,O,1000883
מוכח,,O,1000883
ובין,,O,1000883
הענין,,O,1000883
מוכח,,O,1000883
[SEP],10.0,O,1000883
,10.0,O,1000883
[CLS],10.0,O,1000884
ועיין,,O,1000884
"ר""ן",,B-AUT,1000884
נדרים,,B-BOK,1000884
(,,O,1000884
ו',,B-CHP,1000884
עמוד,,B-pSCHP,1000884
א',,B-SCHP,1000884
),,O,1000884
מה,,O,1000884
שחילק,,O,1000884
בין,,O,1000884
אחו,,O,1000884
##מדן,,O,1000884
דעתי,,O,1000884
##ה,,O,1000884
ובין,,O,1000884
הלשון,,O,1000884
מוכח,,O,1000884
ובין,,O,1000884
הענין,,O,1000884
מוכח,,O,1000884
[SEP],10.0,O,1000884
,10.0,O,1000884
[CLS],10.0,O,1000885
ועיין,,O,1000885
"ר""ן",,B-AUT,1000885
נדרים,,B-BOK,1000885
(,,O,1000885
ו',,B-CHP,1000885
עמוד,,B-pSCHP,1000885
א',,B-SCHP,1000885
),,O,1000885
מה,,O,1000885
שחילק,,O,1000885
בין,,O,1000885
אחו,,O,1000885
##מדן,,O,1000885
דעתי,,O,1000885
##ה,,O,1000885
ובין,,O,1000885
הלשון,,O,1000885
מוכח,,O,1000885
ובין,,O,1000885
הענין,,O,1000885
מוכח,,O,1000885
[SEP],10.0,O,1000885
,10.0,O,1000885
[CLS],10.0,O,1000886
ועיין,,O,1000886
"ר""ן",,B-AUT,1000886
נדרים,,B-BOK,1000886
(,,O,1000886
ו',,B-CHP,1000886
עמוד,,B-pSCHP,1000886
א',,B-SCHP,1000886
),,O,1000886
מה,,O,1000886
שחילק,,O,1000886
בין,,O,1000886
אחו,,O,1000886
##מדן,,O,1000886
דעתי,,O,1000886
##ה,,O,1000886
ובין,,O,1000886
הלשון,,O,1000886
מוכח,,O,1000886
ובין,,O,1000886
הענין,,O,1000886
מוכח,,O,1000886
[SEP],10.0,O,1000886
,10.0,O,1000886
[CLS],10.0,O,1000887
ועיין,,O,1000887
"ר""ן",,B-AUT,1000887
נדרים,,B-BOK,1000887
(,,O,1000887
ו',,B-CHP,1000887
עמוד,,B-pSCHP,1000887
א',,B-SCHP,1000887
),,O,1000887
מה,,O,1000887
שחילק,,O,1000887
בין,,O,1000887
אחו,,O,1000887
##מדן,,O,1000887
דעתי,,O,1000887
##ה,,O,1000887
ובין,,O,1000887
הלשון,,O,1000887
מוכח,,O,1000887
ובין,,O,1000887
הענין,,O,1000887
מוכח,,O,1000887
[SEP],10.0,O,1000887
,10.0,O,1000887
[CLS],10.0,O,1000888
ועיין,,O,1000888
"ר""ן",,B-AUT,1000888
נדרים,,B-BOK,1000888
(,,O,1000888
ו',,B-CHP,1000888
עמוד,,B-pSCHP,1000888
א',,B-SCHP,1000888
),,O,1000888
מה,,O,1000888
שחילק,,O,1000888
בין,,O,1000888
אחו,,O,1000888
##מדן,,O,1000888
דעתי,,O,1000888
##ה,,O,1000888
ובין,,O,1000888
הלשון,,O,1000888
מוכח,,O,1000888
ובין,,O,1000888
הענין,,O,1000888
מוכח,,O,1000888
[SEP],10.0,O,1000888
,10.0,O,1000888
[CLS],10.0,O,1000889
ועיין,,O,1000889
"ר""ן",,B-AUT,1000889
נדרים,,B-BOK,1000889
(,,O,1000889
ו',,B-CHP,1000889
עמוד,,B-pSCHP,1000889
א',,B-SCHP,1000889
),,O,1000889
מה,,O,1000889
שחילק,,O,1000889
בין,,O,1000889
אחו,,O,1000889
##מדן,,O,1000889
דעתי,,O,1000889
##ה,,O,1000889
ובין,,O,1000889
הלשון,,O,1000889
מוכח,,O,1000889
ובין,,O,1000889
הענין,,O,1000889
מוכח,,O,1000889
[SEP],10.0,O,1000889
,10.0,O,1000889
[CLS],10.0,O,1000890
ועיין,,O,1000890
"ר""ן",,B-AUT,1000890
נדרים,,B-BOK,1000890
(,,O,1000890
ו',,B-CHP,1000890
עמוד,,B-pSCHP,1000890
א',,B-SCHP,1000890
),,O,1000890
מה,,O,1000890
שחילק,,O,1000890
בין,,O,1000890
אחו,,O,1000890
##מדן,,O,1000890
דעתי,,O,1000890
##ה,,O,1000890
ובין,,O,1000890
הלשון,,O,1000890
מוכח,,O,1000890
ובין,,O,1000890
הענין,,O,1000890
מוכח,,O,1000890
[SEP],10.0,O,1000890
,10.0,O,1000890
[CLS],10.0,O,1000891
ועיין,,O,1000891
"ר""ן",,B-AUT,1000891
נדרים,,B-BOK,1000891
(,,O,1000891
ו',,B-CHP,1000891
עמוד,,B-pSCHP,1000891
א',,B-SCHP,1000891
),,O,1000891
מה,,O,1000891
שחילק,,O,1000891
בין,,O,1000891
אחו,,O,1000891
##מדן,,O,1000891
דעתי,,O,1000891
##ה,,O,1000891
ובין,,O,1000891
הלשון,,O,1000891
מוכח,,O,1000891
ובין,,O,1000891
הענין,,O,1000891
מוכח,,O,1000891
[SEP],10.0,O,1000891
,10.0,O,1000891
[CLS],10.0,O,1000892
ועיין,,O,1000892
"ר""ן",,B-AUT,1000892
נדרים,,B-BOK,1000892
(,,O,1000892
ו',,B-CHP,1000892
עמוד,,B-pSCHP,1000892
א',,B-SCHP,1000892
),,O,1000892
מה,,O,1000892
שחילק,,O,1000892
בין,,O,1000892
אחו,,O,1000892
##מדן,,O,1000892
דעתי,,O,1000892
##ה,,O,1000892
ובין,,O,1000892
הלשון,,O,1000892
מוכח,,O,1000892
ובין,,O,1000892
הענין,,O,1000892
מוכח,,O,1000892
[SEP],10.0,O,1000892
,10.0,O,1000892
[CLS],10.0,O,1000893
ועיין,,O,1000893
"ר""ן",,B-AUT,1000893
נדרים,,B-BOK,1000893
(,,O,1000893
ו',,B-CHP,1000893
עמוד,,B-pSCHP,1000893
א',,B-SCHP,1000893
),,O,1000893
מה,,O,1000893
שחילק,,O,1000893
בין,,O,1000893
אחו,,O,1000893
##מדן,,O,1000893
דעתי,,O,1000893
##ה,,O,1000893
ובין,,O,1000893
הלשון,,O,1000893
מוכח,,O,1000893
ובין,,O,1000893
הענין,,O,1000893
מוכח,,O,1000893
[SEP],10.0,O,1000893
,10.0,O,1000893
[CLS],10.0,O,1000894
ועיין,,O,1000894
"ר""ן",,B-AUT,1000894
נדרים,,B-BOK,1000894
(,,O,1000894
ו',,B-CHP,1000894
עמוד,,B-pSCHP,1000894
א',,B-SCHP,1000894
),,O,1000894
מה,,O,1000894
שחילק,,O,1000894
בין,,O,1000894
אחו,,O,1000894
##מדן,,O,1000894
דעתי,,O,1000894
##ה,,O,1000894
ובין,,O,1000894
הלשון,,O,1000894
מוכח,,O,1000894
ובין,,O,1000894
הענין,,O,1000894
מוכח,,O,1000894
[SEP],10.0,O,1000894
,10.0,O,1000894
[CLS],10.0,O,1000895
ועיין,,O,1000895
"ר""ן",,B-AUT,1000895
נדרים,,B-BOK,1000895
(,,O,1000895
ו',,B-CHP,1000895
עמוד,,B-pSCHP,1000895
א',,B-SCHP,1000895
),,O,1000895
מה,,O,1000895
שחילק,,O,1000895
בין,,O,1000895
אחו,,O,1000895
##מדן,,O,1000895
דעתי,,O,1000895
##ה,,O,1000895
ובין,,O,1000895
הלשון,,O,1000895
מוכח,,O,1000895
ובין,,O,1000895
הענין,,O,1000895
מוכח,,O,1000895
[SEP],10.0,O,1000895
,10.0,O,1000895
[CLS],10.0,O,1000896
ועיין,,O,1000896
"ר""ן",,B-AUT,1000896
נדרים,,B-BOK,1000896
(,,O,1000896
ו',,B-CHP,1000896
עמוד,,B-pSCHP,1000896
א',,B-SCHP,1000896
),,O,1000896
מה,,O,1000896
שחילק,,O,1000896
בין,,O,1000896
אחו,,O,1000896
##מדן,,O,1000896
דעתי,,O,1000896
##ה,,O,1000896
ובין,,O,1000896
הלשון,,O,1000896
מוכח,,O,1000896
ובין,,O,1000896
הענין,,O,1000896
מוכח,,O,1000896
[SEP],10.0,O,1000896
,10.0,O,1000896
[CLS],10.0,O,1000897
ועיין,,O,1000897
"ר""ן",,B-AUT,1000897
נדרים,,B-BOK,1000897
(,,O,1000897
ו',,B-CHP,1000897
עמוד,,B-pSCHP,1000897
א',,B-SCHP,1000897
),,O,1000897
מה,,O,1000897
שחילק,,O,1000897
בין,,O,1000897
אחו,,O,1000897
##מדן,,O,1000897
דעתי,,O,1000897
##ה,,O,1000897
ובין,,O,1000897
הלשון,,O,1000897
מוכח,,O,1000897
ובין,,O,1000897
הענין,,O,1000897
מוכח,,O,1000897
[SEP],10.0,O,1000897
,10.0,O,1000897
[CLS],10.0,O,1000898
ועיין,,O,1000898
"ר""ן",,B-AUT,1000898
נדרים,,B-BOK,1000898
(,,O,1000898
ו',,B-CHP,1000898
עמוד,,B-pSCHP,1000898
א',,B-SCHP,1000898
),,O,1000898
מה,,O,1000898
שחילק,,O,1000898
בין,,O,1000898
אחו,,O,1000898
##מדן,,O,1000898
דעתי,,O,1000898
##ה,,O,1000898
ובין,,O,1000898
הלשון,,O,1000898
מוכח,,O,1000898
ובין,,O,1000898
הענין,,O,1000898
מוכח,,O,1000898
[SEP],10.0,O,1000898
,10.0,O,1000898
[CLS],10.0,O,1000899
ועיין,,O,1000899
"ר""ן",,B-AUT,1000899
נדרים,,B-BOK,1000899
(,,O,1000899
ו',,B-CHP,1000899
עמוד,,B-pSCHP,1000899
א',,B-SCHP,1000899
),,O,1000899
מה,,O,1000899
שחילק,,O,1000899
בין,,O,1000899
אחו,,O,1000899
##מדן,,O,1000899
דעתי,,O,1000899
##ה,,O,1000899
ובין,,O,1000899
הלשון,,O,1000899
מוכח,,O,1000899
ובין,,O,1000899
הענין,,O,1000899
מוכח,,O,1000899
[SEP],10.0,O,1000899
,10.0,O,1000899
[CLS],10.0,O,1000900
ועיין,,O,1000900
"ר""ן",,B-AUT,1000900
נדרים,,B-BOK,1000900
(,,O,1000900
ו',,B-CHP,1000900
עמוד,,B-pSCHP,1000900
א',,B-SCHP,1000900
),,O,1000900
מה,,O,1000900
שחילק,,O,1000900
בין,,O,1000900
אחו,,O,1000900
##מדן,,O,1000900
דעתי,,O,1000900
##ה,,O,1000900
ובין,,O,1000900
הלשון,,O,1000900
מוכח,,O,1000900
ובין,,O,1000900
הענין,,O,1000900
מוכח,,O,1000900
[SEP],10.0,O,1000900
,10.0,O,1000900
[CLS],10.0,O,1000901
ועיין,,O,1000901
"ר""ן",,B-AUT,1000901
נדרים,,B-BOK,1000901
(,,O,1000901
ו',,B-CHP,1000901
עמוד,,B-pSCHP,1000901
א',,B-SCHP,1000901
),,O,1000901
מה,,O,1000901
שחילק,,O,1000901
בין,,O,1000901
אחו,,O,1000901
##מדן,,O,1000901
דעתי,,O,1000901
##ה,,O,1000901
ובין,,O,1000901
הלשון,,O,1000901
מוכח,,O,1000901
ובין,,O,1000901
הענין,,O,1000901
מוכח,,O,1000901
[SEP],10.0,O,1000901
,10.0,O,1000901
[CLS],10.0,O,1000902
ועיין,,O,1000902
"ר""ן",,B-AUT,1000902
נדרים,,B-BOK,1000902
(,,O,1000902
ו',,B-CHP,1000902
עמוד,,B-pSCHP,1000902
א',,B-SCHP,1000902
),,O,1000902
מה,,O,1000902
שחילק,,O,1000902
בין,,O,1000902
אחו,,O,1000902
##מדן,,O,1000902
דעתי,,O,1000902
##ה,,O,1000902
ובין,,O,1000902
הלשון,,O,1000902
מוכח,,O,1000902
ובין,,O,1000902
הענין,,O,1000902
מוכח,,O,1000902
[SEP],10.0,O,1000902
,10.0,O,1000902
[CLS],10.0,O,1000903
ועיין,,O,1000903
"ר""ן",,B-AUT,1000903
נדרים,,B-BOK,1000903
(,,O,1000903
ו',,B-CHP,1000903
עמוד,,B-pSCHP,1000903
א',,B-SCHP,1000903
),,O,1000903
מה,,O,1000903
שחילק,,O,1000903
בין,,O,1000903
אחו,,O,1000903
##מדן,,O,1000903
דעתי,,O,1000903
##ה,,O,1000903
ובין,,O,1000903
הלשון,,O,1000903
מוכח,,O,1000903
ובין,,O,1000903
הענין,,O,1000903
מוכח,,O,1000903
[SEP],10.0,O,1000903
,10.0,O,1000903
[CLS],10.0,O,1000904
ב,,O,1000904
),,O,1000904
(,,O,1000904
השני,,O,1000904
),,O,1000904
דכ,,O,1000904
##ת,,O,1000904
##ב,,O,1000904
"הר""ן",,B-AUT,1000904
בחינת,,O,1000904
בקושי,,O,1000904
##ית,,O,1000904
"הש""ס",,B-BOK,1000904
שם,,O,1000904
(,,O,1000904
"ס""ה",,B-CHP,1000904
עמוד,,B-pSCHP,1000904
א',,B-SCHP,1000904
),,O,1000904
ממעש,,O,1000904
##ר,,O,1000904
שני,,O,1000904
דה,,O,1000904
##יכ,,O,1000904
##א,,O,1000904
דלע,,O,1000904
##צמו,,O,1000904
זוכה,,O,1000904
מדאורייתא,,O,1000904
לכול,,O,1000904
##י,,O,1000904
עלמא,,O,1000904
יכול,,O,1000904
לזכות,,O,1000904
גם,,O,1000904
לאחרים,,O,1000904
[SEP],10.0,O,1000904
,10.0,O,1000904
[CLS],10.0,O,1000905
ב,,O,1000905
),,O,1000905
(,,O,1000905
השני,,O,1000905
),,O,1000905
דכ,,O,1000905
##ת,,O,1000905
##ב,,O,1000905
"הר""ן",,B-AUT,1000905
בחינת,,O,1000905
בקושי,,O,1000905
##ית,,O,1000905
"הש""ס",,B-BOK,1000905
שם,,O,1000905
(,,O,1000905
"ס""ה",,B-CHP,1000905
עמוד,,B-pSCHP,1000905
א',,B-SCHP,1000905
),,O,1000905
ממעש,,O,1000905
##ר,,O,1000905
שני,,O,1000905
דה,,O,1000905
##יכ,,O,1000905
##א,,O,1000905
דלע,,O,1000905
##צמו,,O,1000905
זוכה,,O,1000905
מדאורייתא,,O,1000905
לכול,,O,1000905
##י,,O,1000905
עלמא,,O,1000905
יכול,,O,1000905
לזכות,,O,1000905
גם,,O,1000905
לאחרים,,O,1000905
[SEP],10.0,O,1000905
,10.0,O,1000905
[CLS],10.0,O,1000906
ב,,O,1000906
),,O,1000906
(,,O,1000906
השני,,O,1000906
),,O,1000906
דכ,,O,1000906
##ת,,O,1000906
##ב,,O,1000906
"הר""ן",,B-AUT,1000906
בחינת,,O,1000906
בקושי,,O,1000906
##ית,,O,1000906
"הש""ס",,B-BOK,1000906
שם,,O,1000906
(,,O,1000906
"ס""ה",,B-CHP,1000906
עמוד,,B-pSCHP,1000906
א',,B-SCHP,1000906
),,O,1000906
ממעש,,O,1000906
##ר,,O,1000906
שני,,O,1000906
דה,,O,1000906
##יכ,,O,1000906
##א,,O,1000906
דלע,,O,1000906
##צמו,,O,1000906
זוכה,,O,1000906
מדאורייתא,,O,1000906
לכול,,O,1000906
##י,,O,1000906
עלמא,,O,1000906
יכול,,O,1000906
לזכות,,O,1000906
גם,,O,1000906
לאחרים,,O,1000906
[SEP],10.0,O,1000906
,10.0,O,1000906
[CLS],10.0,O,1000907
ב,,O,1000907
),,O,1000907
(,,O,1000907
השני,,O,1000907
),,O,1000907
דכ,,O,1000907
##ת,,O,1000907
##ב,,O,1000907
"הר""ן",,B-AUT,1000907
בחינת,,O,1000907
בקושי,,O,1000907
##ית,,O,1000907
"הש""ס",,B-BOK,1000907
שם,,O,1000907
(,,O,1000907
"ס""ה",,B-CHP,1000907
עמוד,,B-pSCHP,1000907
א',,B-SCHP,1000907
),,O,1000907
ממעש,,O,1000907
##ר,,O,1000907
שני,,O,1000907
דה,,O,1000907
##יכ,,O,1000907
##א,,O,1000907
דלע,,O,1000907
##צמו,,O,1000907
זוכה,,O,1000907
מדאורייתא,,O,1000907
לכול,,O,1000907
##י,,O,1000907
עלמא,,O,1000907
יכול,,O,1000907
לזכות,,O,1000907
גם,,O,1000907
לאחרים,,O,1000907
[SEP],10.0,O,1000907
,10.0,O,1000907
[CLS],10.0,O,1000908
ב,,O,1000908
),,O,1000908
(,,O,1000908
השני,,O,1000908
),,O,1000908
דכ,,O,1000908
##ת,,O,1000908
##ב,,O,1000908
"הר""ן",,B-AUT,1000908
בחינת,,O,1000908
בקושי,,O,1000908
##ית,,O,1000908
"הש""ס",,B-BOK,1000908
שם,,O,1000908
(,,O,1000908
"ס""ה",,B-CHP,1000908
עמוד,,B-pSCHP,1000908
א',,B-SCHP,1000908
),,O,1000908
ממעש,,O,1000908
##ר,,O,1000908
שני,,O,1000908
דה,,O,1000908
##יכ,,O,1000908
##א,,O,1000908
דלע,,O,1000908
##צמו,,O,1000908
זוכה,,O,1000908
מדאורייתא,,O,1000908
לכול,,O,1000908
##י,,O,1000908
עלמא,,O,1000908
יכול,,O,1000908
לזכות,,O,1000908
גם,,O,1000908
לאחרים,,O,1000908
[SEP],10.0,O,1000908
,10.0,O,1000908
[CLS],10.0,O,1000909
ב,,O,1000909
),,O,1000909
(,,O,1000909
השני,,O,1000909
),,O,1000909
דכ,,O,1000909
##ת,,O,1000909
##ב,,O,1000909
"הר""ן",,B-AUT,1000909
בחינת,,O,1000909
בקושי,,O,1000909
##ית,,O,1000909
"הש""ס",,B-BOK,1000909
שם,,O,1000909
(,,O,1000909
"ס""ה",,B-CHP,1000909
עמוד,,B-pSCHP,1000909
א',,B-SCHP,1000909
),,O,1000909
ממעש,,O,1000909
##ר,,O,1000909
שני,,O,1000909
דה,,O,1000909
##יכ,,O,1000909
##א,,O,1000909
דלע,,O,1000909
##צמו,,O,1000909
זוכה,,O,1000909
מדאורייתא,,O,1000909
לכול,,O,1000909
##י,,O,1000909
עלמא,,O,1000909
יכול,,O,1000909
לזכות,,O,1000909
גם,,O,1000909
לאחרים,,O,1000909
[SEP],10.0,O,1000909
,10.0,O,1000909
[CLS],10.0,O,1000910
ב,,O,1000910
),,O,1000910
(,,O,1000910
השני,,O,1000910
),,O,1000910
דכ,,O,1000910
##ת,,O,1000910
##ב,,O,1000910
"הר""ן",,B-AUT,1000910
בחינת,,O,1000910
בקושי,,O,1000910
##ית,,O,1000910
"הש""ס",,B-BOK,1000910
שם,,O,1000910
(,,O,1000910
"ס""ה",,B-CHP,1000910
עמוד,,B-pSCHP,1000910
א',,B-SCHP,1000910
),,O,1000910
ממעש,,O,1000910
##ר,,O,1000910
שני,,O,1000910
דה,,O,1000910
##יכ,,O,1000910
##א,,O,1000910
דלע,,O,1000910
##צמו,,O,1000910
זוכה,,O,1000910
מדאורייתא,,O,1000910
לכול,,O,1000910
##י,,O,1000910
עלמא,,O,1000910
יכול,,O,1000910
לזכות,,O,1000910
גם,,O,1000910
לאחרים,,O,1000910
[SEP],10.0,O,1000910
,10.0,O,1000910
[CLS],10.0,O,1000911
ב,,O,1000911
),,O,1000911
(,,O,1000911
השני,,O,1000911
),,O,1000911
דכ,,O,1000911
##ת,,O,1000911
##ב,,O,1000911
"הר""ן",,B-AUT,1000911
בחינת,,O,1000911
בקושי,,O,1000911
##ית,,O,1000911
"הש""ס",,B-BOK,1000911
שם,,O,1000911
(,,O,1000911
"ס""ה",,B-CHP,1000911
עמוד,,B-pSCHP,1000911
א',,B-SCHP,1000911
),,O,1000911
ממעש,,O,1000911
##ר,,O,1000911
שני,,O,1000911
דה,,O,1000911
##יכ,,O,1000911
##א,,O,1000911
דלע,,O,1000911
##צמו,,O,1000911
זוכה,,O,1000911
מדאורייתא,,O,1000911
לכול,,O,1000911
##י,,O,1000911
עלמא,,O,1000911
יכול,,O,1000911
לזכות,,O,1000911
גם,,O,1000911
לאחרים,,O,1000911
[SEP],10.0,O,1000911
,10.0,O,1000911
[CLS],10.0,O,1000912
ב,,O,1000912
),,O,1000912
(,,O,1000912
השני,,O,1000912
),,O,1000912
דכ,,O,1000912
##ת,,O,1000912
##ב,,O,1000912
"הר""ן",,B-AUT,1000912
בחינת,,O,1000912
בקושי,,O,1000912
##ית,,O,1000912
"הש""ס",,B-BOK,1000912
שם,,O,1000912
(,,O,1000912
"ס""ה",,B-CHP,1000912
עמוד,,B-pSCHP,1000912
א',,B-SCHP,1000912
),,O,1000912
ממעש,,O,1000912
##ר,,O,1000912
שני,,O,1000912
דה,,O,1000912
##יכ,,O,1000912
##א,,O,1000912
דלע,,O,1000912
##צמו,,O,1000912
זוכה,,O,1000912
מדאורייתא,,O,1000912
לכול,,O,1000912
##י,,O,1000912
עלמא,,O,1000912
יכול,,O,1000912
לזכות,,O,1000912
גם,,O,1000912
לאחרים,,O,1000912
[SEP],10.0,O,1000912
,10.0,O,1000912
[CLS],10.0,O,1000913
ב,,O,1000913
),,O,1000913
(,,O,1000913
השני,,O,1000913
),,O,1000913
דכ,,O,1000913
##ת,,O,1000913
##ב,,O,1000913
"הר""ן",,B-AUT,1000913
בחינת,,O,1000913
בקושי,,O,1000913
##ית,,O,1000913
"הש""ס",,B-BOK,1000913
שם,,O,1000913
(,,O,1000913
"ס""ה",,B-CHP,1000913
עמוד,,B-pSCHP,1000913
א',,B-SCHP,1000913
),,O,1000913
ממעש,,O,1000913
##ר,,O,1000913
שני,,O,1000913
דה,,O,1000913
##יכ,,O,1000913
##א,,O,1000913
דלע,,O,1000913
##צמו,,O,1000913
זוכה,,O,1000913
מדאורייתא,,O,1000913
לכול,,O,1000913
##י,,O,1000913
עלמא,,O,1000913
יכול,,O,1000913
לזכות,,O,1000913
גם,,O,1000913
לאחרים,,O,1000913
[SEP],10.0,O,1000913
,10.0,O,1000913
[CLS],10.0,O,1000914
ב,,O,1000914
),,O,1000914
(,,O,1000914
השני,,O,1000914
),,O,1000914
דכ,,O,1000914
##ת,,O,1000914
##ב,,O,1000914
"הר""ן",,B-AUT,1000914
בחינת,,O,1000914
בקושי,,O,1000914
##ית,,O,1000914
"הש""ס",,B-BOK,1000914
שם,,O,1000914
(,,O,1000914
"ס""ה",,B-CHP,1000914
עמוד,,B-pSCHP,1000914
א',,B-SCHP,1000914
),,O,1000914
ממעש,,O,1000914
##ר,,O,1000914
שני,,O,1000914
דה,,O,1000914
##יכ,,O,1000914
##א,,O,1000914
דלע,,O,1000914
##צמו,,O,1000914
זוכה,,O,1000914
מדאורייתא,,O,1000914
לכול,,O,1000914
##י,,O,1000914
עלמא,,O,1000914
יכול,,O,1000914
לזכות,,O,1000914
גם,,O,1000914
לאחרים,,O,1000914
[SEP],10.0,O,1000914
,10.0,O,1000914
[CLS],10.0,O,1000915
ב,,O,1000915
),,O,1000915
(,,O,1000915
השני,,O,1000915
),,O,1000915
דכ,,O,1000915
##ת,,O,1000915
##ב,,O,1000915
"הר""ן",,B-AUT,1000915
בחינת,,O,1000915
בקושי,,O,1000915
##ית,,O,1000915
"הש""ס",,B-BOK,1000915
שם,,O,1000915
(,,O,1000915
"ס""ה",,B-CHP,1000915
עמוד,,B-pSCHP,1000915
א',,B-SCHP,1000915
),,O,1000915
ממעש,,O,1000915
##ר,,O,1000915
שני,,O,1000915
דה,,O,1000915
##יכ,,O,1000915
##א,,O,1000915
דלע,,O,1000915
##צמו,,O,1000915
זוכה,,O,1000915
מדאורייתא,,O,1000915
לכול,,O,1000915
##י,,O,1000915
עלמא,,O,1000915
יכול,,O,1000915
לזכות,,O,1000915
גם,,O,1000915
לאחרים,,O,1000915
[SEP],10.0,O,1000915
,10.0,O,1000915
[CLS],10.0,O,1000916
ב,,O,1000916
),,O,1000916
(,,O,1000916
השני,,O,1000916
),,O,1000916
דכ,,O,1000916
##ת,,O,1000916
##ב,,O,1000916
"הר""ן",,B-AUT,1000916
בחינת,,O,1000916
בקושי,,O,1000916
##ית,,O,1000916
"הש""ס",,B-BOK,1000916
שם,,O,1000916
(,,O,1000916
"ס""ה",,B-CHP,1000916
עמוד,,B-pSCHP,1000916
א',,B-SCHP,1000916
),,O,1000916
ממעש,,O,1000916
##ר,,O,1000916
שני,,O,1000916
דה,,O,1000916
##יכ,,O,1000916
##א,,O,1000916
דלע,,O,1000916
##צמו,,O,1000916
זוכה,,O,1000916
מדאורייתא,,O,1000916
לכול,,O,1000916
##י,,O,1000916
עלמא,,O,1000916
יכול,,O,1000916
לזכות,,O,1000916
גם,,O,1000916
לאחרים,,O,1000916
[SEP],10.0,O,1000916
,10.0,O,1000916
[CLS],10.0,O,1000917
ב,,O,1000917
),,O,1000917
(,,O,1000917
השני,,O,1000917
),,O,1000917
דכ,,O,1000917
##ת,,O,1000917
##ב,,O,1000917
"הר""ן",,B-AUT,1000917
בחינת,,O,1000917
בקושי,,O,1000917
##ית,,O,1000917
"הש""ס",,B-BOK,1000917
שם,,O,1000917
(,,O,1000917
"ס""ה",,B-CHP,1000917
עמוד,,B-pSCHP,1000917
א',,B-SCHP,1000917
),,O,1000917
ממעש,,O,1000917
##ר,,O,1000917
שני,,O,1000917
דה,,O,1000917
##יכ,,O,1000917
##א,,O,1000917
דלע,,O,1000917
##צמו,,O,1000917
זוכה,,O,1000917
מדאורייתא,,O,1000917
לכול,,O,1000917
##י,,O,1000917
עלמא,,O,1000917
יכול,,O,1000917
לזכות,,O,1000917
גם,,O,1000917
לאחרים,,O,1000917
[SEP],10.0,O,1000917
,10.0,O,1000917
[CLS],10.0,O,1000918
ב,,O,1000918
),,O,1000918
(,,O,1000918
השני,,O,1000918
),,O,1000918
דכ,,O,1000918
##ת,,O,1000918
##ב,,O,1000918
"הר""ן",,B-AUT,1000918
בחינת,,O,1000918
בקושי,,O,1000918
##ית,,O,1000918
"הש""ס",,B-BOK,1000918
שם,,O,1000918
(,,O,1000918
"ס""ה",,B-CHP,1000918
עמוד,,B-pSCHP,1000918
א',,B-SCHP,1000918
),,O,1000918
ממעש,,O,1000918
##ר,,O,1000918
שני,,O,1000918
דה,,O,1000918
##יכ,,O,1000918
##א,,O,1000918
דלע,,O,1000918
##צמו,,O,1000918
זוכה,,O,1000918
מדאורייתא,,O,1000918
לכול,,O,1000918
##י,,O,1000918
עלמא,,O,1000918
יכול,,O,1000918
לזכות,,O,1000918
גם,,O,1000918
לאחרים,,O,1000918
[SEP],10.0,O,1000918
,10.0,O,1000918
[CLS],10.0,O,1000919
ב,,O,1000919
),,O,1000919
(,,O,1000919
השני,,O,1000919
),,O,1000919
דכ,,O,1000919
##ת,,O,1000919
##ב,,O,1000919
"הר""ן",,B-AUT,1000919
בחינת,,O,1000919
בקושי,,O,1000919
##ית,,O,1000919
"הש""ס",,B-BOK,1000919
שם,,O,1000919
(,,O,1000919
"ס""ה",,B-CHP,1000919
עמוד,,B-pSCHP,1000919
א',,B-SCHP,1000919
),,O,1000919
ממעש,,O,1000919
##ר,,O,1000919
שני,,O,1000919
דה,,O,1000919
##יכ,,O,1000919
##א,,O,1000919
דלע,,O,1000919
##צמו,,O,1000919
זוכה,,O,1000919
מדאורייתא,,O,1000919
לכול,,O,1000919
##י,,O,1000919
עלמא,,O,1000919
יכול,,O,1000919
לזכות,,O,1000919
גם,,O,1000919
לאחרים,,O,1000919
[SEP],10.0,O,1000919
,10.0,O,1000919
[CLS],10.0,O,1000920
ב,,O,1000920
),,O,1000920
(,,O,1000920
השני,,O,1000920
),,O,1000920
דכ,,O,1000920
##ת,,O,1000920
##ב,,O,1000920
"הר""ן",,B-AUT,1000920
בחינת,,O,1000920
בקושי,,O,1000920
##ית,,O,1000920
"הש""ס",,B-BOK,1000920
שם,,O,1000920
(,,O,1000920
"ס""ה",,B-CHP,1000920
עמוד,,B-pSCHP,1000920
א',,B-SCHP,1000920
),,O,1000920
ממעש,,O,1000920
##ר,,O,1000920
שני,,O,1000920
דה,,O,1000920
##יכ,,O,1000920
##א,,O,1000920
דלע,,O,1000920
##צמו,,O,1000920
זוכה,,O,1000920
מדאורייתא,,O,1000920
לכול,,O,1000920
##י,,O,1000920
עלמא,,O,1000920
יכול,,O,1000920
לזכות,,O,1000920
גם,,O,1000920
לאחרים,,O,1000920
[SEP],10.0,O,1000920
,10.0,O,1000920
[CLS],10.0,O,1000921
ב,,O,1000921
),,O,1000921
(,,O,1000921
השני,,O,1000921
),,O,1000921
